ID 	nb 	source 	last_update 	data 	taxonomy
Marvinbryantia_formatexigens_dsm_14469_GCA_000173815.1 	2580 	ensemblgenomes 	2015-02-19.091001 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens;Marvinbryantia;Formatexigens
Megamonas_hypermegale_uid197163 	2581 	NCBI 	2015-02-18.044400 	data 	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megamonas
Megasphaera_elsdenii_DSM_20460_uid71135 	2582 	NCBI 	2015-02-18.044407 	data 	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Megasphaera
Meiothermus_ruber_DSM_1279_uid198526 	2583 	NCBI 	2015-02-18.044413 	data 	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Meiothermus
Meiothermus_ruber_DSM_1279_uid46661 	2584 	NCBI 	2015-02-18.044420 	data 	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Meiothermus
Meiothermus_silvanus_DSM_9946_uid49485 	2585 	NCBI 	2015-02-18.044427 	data 	Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Meiothermus
Meiothermus_silvanus_dsm_9946_GCA_000092125.1 	2586 	ensemblgenomes 	2015-02-18.044439 	data 	cellular organisms;Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Meiothermus;Meiothermus silvanus;Meiothermus;Silvanus
Melampsora_laricipopulina_GCA_000204055.1 	2587 	ensemblgenomes 	2015-02-07.152213 	data 	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Melampsoraceae;Melampsora;Melampsora larici-populina;Melampsora;Larici-populina
Melioribacter_roseus_P3M_uid170941 	2588 	NCBI 	2015-02-18.044446 	data 	Bacteria; Ignavibacteriae; Ignavibacteria; Ignavibacteriales; Melioribacteraceae; Melioribacter
Melissococcus_plutonius_ATCC_35311_uid66803 	2589 	NCBI 	2015-02-18.044453 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Melissococcus
Melissococcus_plutonius_DAT561_uid89371 	2590 	NCBI 	2015-02-18.044459 	data 	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Melissococcus
Melissococcus_plutonius_dat561_GCA_000283975.1 	2591 	ensemblgenomes 	2015-02-18.044506 	data 	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Melissococcus;Melissococcus plutonius;Melissococcus;Plutonius
Mesoplasma_florum_L1_uid58055 	2592 	NCBI 	2015-02-18.044513 	data 	Bacteria; Tenericutes; Mollicutes; Entomoplasmatales; Entomoplasmataceae; Mesoplasma
Mesoplasma_florum_W37_uid224253 	2593 	NCBI 	2015-02-18.044519 	data 	Bacteria; Tenericutes; Mollicutes; Entomoplasmatales; Entomoplasmataceae; Mesoplasma
Mesoplasma_florum_l1_GCA_000008305.1 	2594 	ensemblgenomes 	2015-02-12.063724 	data 	cellular organisms;Bacteria;Tenericutes;Mollicutes;Entomoplasmatales;Entomoplasmataceae;Mesoplasma;Mesoplasma florum;Mesoplasma;Florum
Mesorhizobium_alhagi_ccnwxj12_2_GCA_000236565.2 	2595 	ensemblgenomes 	2015-02-18.044526 	data 	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium alhagi;Mesorhizobium;Alhagi
Mesorhizobium_amorphae_ccnwgs0123_GCA_000233995.2 	2596 	ensemblgenomes 	2015-02-18.044533 	data 	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium amorphae;Mesorhizobium;Amorphae
Mesorhizobium_australicum_WSM2073_uid75101 	2597 	NCBI 	2015-02-18.044540 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium
Mesorhizobium_australicum_wsm2073_GCA_000230995.3 	2598 	ensemblgenomes 	2015-02-18.044547 	data 	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium;Mesorhizobium australicum;Mesorhizobium;Australicum
Mesorhizobium_ciceri_biovar_biserrulae_WSM1271_uid62101 	2599 	NCBI 	2015-02-18.044554 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium
Mesorhizobium_loti_MAFF303099_uid57601 	2600 	NCBI 	2015-02-18.044600 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium
Mesorhizobium_opportunistum_WSM2075_uid40861 	2601 	NCBI 	2015-02-18.044607 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Phyllobacteriaceae; Mesorhizobium
Mesotoga_prima_MesG1_Ag_4_2_uid52599 	2602 	NCBI 	2015-02-18.044614 	data 	Bacteria; Thermotogae; Thermotogales; Thermotogaceae; Mesotoga
Methylacidiphilum_infernorum_V4_uid59161 	2603 	NCBI 	2015-02-18.044621 	data 	Bacteria; Verrucomicrobia; unclassified Verrucomicrobia; Methylacidiphilales; Methylacidiphilaceae; Methylacidiphilum
Methylibium_petroleiphilum_PM1_uid58085 	2604 	NCBI 	2015-02-18.044627 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Methylibium
Methylibium_petroleiphilum_pm1_GCA_000015725.1 	2605 	ensemblgenomes 	2015-02-18.044634 	data 	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Burkholderiales Genera incertae sedis;Methylibium;Methylibium petroleiphilum;Methylibium;Petroleiphilum
Methylobacillus_flagellatus_KT_uid58049 	2606 	NCBI 	2015-02-18.044641 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylobacillus
Methylobacillus_flagellatus_kt_GCA_000013705.1 	2607 	ensemblgenomes 	2015-02-18.044647 	data 	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Methylophilales;Methylophilaceae;Methylobacillus;Methylobacillus flagellatus;Methylobacillus;Flagellatus
Methylobacter_tundripaludum_sv96_GCA_000190755.3 	2608 	ensemblgenomes 	2015-02-18.044654 	data 	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter tundripaludum;Methylobacter;Tundripaludum
Methylobacterium_4_46_uid58843 	2609 	NCBI 	2015-02-18.044701 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_chloromethanicum_CM4_uid58933 	2610 	NCBI 	2015-02-18.044707 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_extorquens_AM1_uid57605 	2611 	NCBI 	2015-02-18.044714 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_extorquens_DM4_uid16093 	2612 	NCBI 	2015-02-18.044721 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_extorquens_DM4_uid61617 	2613 	NCBI 	2015-02-18.044728 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_extorquens_PA1_uid58821 	2614 	NCBI 	2015-02-18.044734 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_extorquens_pa1_GCA_000018845.1 	2615 	ensemblgenomes 	2015-02-20.213358 	data 	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium extorquens group;Methylobacterium extorquens;Methylobacterium;Extorquens
Methylobacterium_nodulans_ORS_2060_uid59023 	2616 	NCBI 	2015-02-18.044756 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_nodulans_ors_2060_GCA_000022085.1 	2617 	ensemblgenomes 	2015-02-18.044802 	data 	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium nodulans;Methylobacterium;Nodulans
Methylobacterium_populi_BJ001_uid58937 	2618 	NCBI 	2015-02-18.044809 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_radiotolerans_JCM_2831_uid58845 	2619 	NCBI 	2015-02-18.044816 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylobacteriaceae; Methylobacterium
Methylobacterium_radiotolerans_jcm_2831_GCA_000019725.1 	2620 	ensemblgenomes 	2015-02-22.113337 	data 	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;Methylobacterium radiotolerans;Methylobacterium;Radiotolerans
Methylocella_silvestris_BL2_uid59433 	2621 	NCBI 	2015-02-18.044837 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylocella
Methylocella_silvestris_bl2_GCA_000021745.1 	2622 	ensemblgenomes 	2015-02-19.190533 	data 	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylocella;Methylocella silvestris;Methylocella;Silvestris
Methylococcus_capsulatus_Bath_uid57607 	2623 	NCBI 	2015-02-18.044844 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylococcus
Methylocystis_SC2_uid174072 	2624 	NCBI 	2015-02-18.044851 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylocystaceae; Methylocystis
Methylomicrobium_alcaliphilum_uid77119 	2625 	NCBI 	2015-02-18.044858 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomicrobium
Methylomonas_methanica_MC09_uid67363 	2626 	NCBI 	2015-02-18.044904 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Methylococcales; Methylococcaceae; Methylomonas
Methylomonas_methanica_mc09_GCA_000214665.1 	2627 	ensemblgenomes 	2015-02-18.044911 	data 	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas methanica;Methylomonas;Methanica
Methylophaga_JAM1_uid162947 	2628 	NCBI 	2015-02-18.044918 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Methylophaga
Methylophaga_JAM7_uid162949 	2629 	NCBI 	2015-02-18.044925 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Methylophaga
Methylotenera_301_uid49469 	2630 	NCBI 	2015-02-18.044931 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylotenera
Methylotenera_mobilis_JLW8_uid59373 	2631 	NCBI 	2015-02-18.044938 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylotenera
Methylovorus_MP688_uid60723 	2632 	NCBI 	2015-02-18.044945 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylovorus
Methylovorus_SIP3_4_uid59367 	2633 	NCBI 	2015-02-18.044952 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylovorus
Methylovorus_glucosetrophus_SIP3_4_uid59367 	2634 	NCBI 	2015-02-18.044958 	data 	Bacteria; Proteobacteria; Betaproteobacteria; Methylophilales; Methylophilaceae; Methylovorus
Meyerozyma_guilliermondii_MO 	2635 	NCBI 	2014-05-22.082348 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Meyerozyma
Micavibrio_EPB_uid194120 	2636 	NCBI 	2015-02-18.045005 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrio
Micavibrio_aeruginosavorus_ARL_13_uid73585 	2637 	NCBI 	2015-02-18.045012 	data 	Bacteria; Proteobacteria; Alphaproteobacteria; Micavibrio
Microbacterium_testaceum_StLB037_uid62789 	2638 	NCBI 	2015-02-18.045018 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Microbacteriaceae; Microbacterium
Microbacterium_testaceum_stlb037_GCA_000202635.1 	2639 	ensemblgenomes 	2015-02-18.045030 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Microbacteriaceae;Microbacterium;Microbacterium testaceum;Microbacterium;Testaceum
Micrococcus_luteus_NCTC_2665_uid59033 	2640 	NCBI 	2015-02-18.045037 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Micrococcaceae; Micrococcus
Micrococcus_luteus_sk58_GCA_000176875.1 	2641 	ensemblgenomes 	2015-02-18.045049 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Micrococcus;Micrococcus luteus;Micrococcus;Luteus
Microcoleus_PCC_7113_uid183114 	2642 	NCBI 	2015-02-18.045056 	data 	Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Microcoleus
Microcoleus_vaginatus_fgp_2_GCA_000214075.2 	2643 	ensemblgenomes 	2015-02-18.045103 	data 	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleus;Microcoleus vaginatus;Microcoleus;Vaginatus
Microcystis_aeruginosa_NIES_843_uid59101 	2644 	NCBI 	2015-02-18.045109 	data 	Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Microcystis
Microlunatus_phosphovorus_NM_1_uid68055 	2645 	NCBI 	2015-02-18.045116 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Propionibacterineae; Propionibacteriaceae; Microlunatus
Micromonospora_L5_uid45895 	2646 	NCBI 	2015-02-18.045123 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micromonosporineae; Micromonosporaceae; Micromonospora
Micromonospora_aurantiaca_ATCC_27029_uid42501 	2647 	NCBI 	2015-02-18.045130 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micromonosporineae; Micromonosporaceae; Micromonospora
Micromonospora_aurantiaca_atcc_27029_GCA_000145235.1 	2648 	ensemblgenomes 	2015-02-18.045137 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micromonosporineae;Micromonosporaceae;Micromonospora;Micromonospora aurantiaca;Micromonospora;Aurantiaca
Microscilla_marina_atcc_23134_GCA_000169175.1 	2649 	ensemblgenomes 	2015-02-18.161548 	data 	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Microscilla;Microscilla marina;Microscilla;Marina
Mobilicoccus_pelagius_nbrc_104925_GCA_000247995.2 	2650 	ensemblgenomes 	2015-02-18.045143 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Dermatophilaceae;Mobilicoccus;Mobilicoccus pelagius;Mobilicoccus;Pelagius
Mobiluncus_curtisii_ATCC_43063_uid49695 	2651 	NCBI 	2015-02-18.045150 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Actinomycineae; Actinomycetaceae; Mobiluncus/Falcivibrio group; Mobiluncus
Mobiluncus_curtisii_atcc_43063_GCA_000196535.1 	2652 	ensemblgenomes 	2015-02-18.045157 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Mobiluncus/Falcivibrio group;Mobiluncus;Mobiluncus curtisii;Mobiluncus;Curtisii
Mobiluncus_mulieris_atcc_35243_GCA_000160615.1 	2653 	ensemblgenomes 	2015-02-18.045204 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Mobiluncus/Falcivibrio group;Mobiluncus;Mobiluncus mulieris;Mobiluncus;Mulieris
Mobiluncus_mulieris_fb024_16_GCA_000148485.2 	2654 	ensemblgenomes 	2015-02-18.045217 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Mobiluncus/Falcivibrio group;Mobiluncus;Mobiluncus mulieris;Mobiluncus;Mulieris
Modestobacter_marinus_uid167487 	2655 	NCBI 	2015-02-18.045224 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Geodermatophilaceae; Modestobacter
Moorella_thermoacetica_ATCC_39073_uid58051 	2656 	NCBI 	2015-02-18.045230 	data 	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Thermoanaerobacteraceae; Moorella group; Moorella
Moorella_thermoacetica_atcc_39073_GCA_000013105.1 	2657 	ensemblgenomes 	2015-02-18.045237 	data 	cellular organisms;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Moorella group;Moorella;Moorella thermoacetica;Moorella;Thermoacetica
Moraxella_catarrhalis_BBH18_uid48809 	2658 	NCBI 	2015-02-18.045244 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Moraxella
Moraxella_catarrhalis_RH4_uid48809 	2659 	NCBI 	2015-02-18.045250 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Moraxella
Moraxella_catarrhalis_o35e_GCA_000193085.2 	2660 	ensemblgenomes 	2015-02-18.045257 	data 	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Branhamella;Moraxella catarrhalis;Moraxella;Catarrhalis
Moraxella_catarrhalis_rh4_GCA_000302495.1 	2661 	ensemblgenomes 	2015-02-18.045304 	data 	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Branhamella;Moraxella catarrhalis;Moraxella;Catarrhalis
Morganella_morganii_KT_uid180867 	2662 	NCBI 	2015-02-18.045310 	data 	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Morganella
Morganella_morganii_sc01_GCA_000307755.2 	2663 	ensemblgenomes 	2015-02-22.214049 	data 	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Morganella;Morganella morganii;Morganella;Morganii
Muricauda_ruestringensis_DSM_13258_uid72479 	2664 	NCBI 	2015-02-18.045317 	data 	Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Muricauda
Myceliophthora_thermophila_ATCC_42464 	2665 	NCBI 	2014-06-01.114601 	data 	Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Chaetomiaceae; mitosporic Chaetomiaceae; Myceliophthora
Mycobacterium_JDM601_uid67369 	2666 	NCBI 	2015-02-18.045324 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_JLS_uid58489 	2667 	NCBI 	2015-02-18.045331 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_KMS_uid58491 	2668 	NCBI 	2015-02-18.045337 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_MCS_uid58465 	2669 	NCBI 	2015-02-18.045344 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_MOTT36Y_uid164001 	2670 	NCBI 	2015-02-18.045351 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_Spyr1_uid61403 	2671 	NCBI 	2015-02-18.045358 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_VKM_Ac_1815D_uid199859 	2672 	NCBI 	2015-02-18.045404 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_abscessus_3a_0122_r_GCA_000270845.1 	2673 	ensemblgenomes 	2015-02-18.220440 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_3a_0122_s_GCA_000270585.1 	2674 	ensemblgenomes 	2015-02-18.045425 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_3a_0731_GCA_000270705.1 	2675 	ensemblgenomes 	2015-02-18.045432 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_3a_0810_r_GCA_000271105.1 	2676 	ensemblgenomes 	2015-02-18.045439 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_4s_0206_GCA_000270745.1 	2677 	ensemblgenomes 	2015-02-21.011905 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_4s_0303_GCA_000271125.1 	2678 	ensemblgenomes 	2015-02-21.225244 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_4s_0726_ra_GCA_000271245.1 	2679 	ensemblgenomes 	2015-02-18.045452 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_5s_1215_GCA_000271045.1 	2680 	ensemblgenomes 	2015-02-18.045459 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_6g_0125_r_GCA_000270985.1 	2681 	ensemblgenomes 	2015-02-18.045506 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_6g_0728_s_GCA_000271185.1 	2682 	ensemblgenomes 	2015-02-18.045512 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_ATCC_19977_uid15691 	2683 	NCBI 	2015-02-18.045519 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium abscessus
Mycobacterium_abscessus_ATCC_19977_uid61613 	2684 	NCBI 	2015-02-18.045526 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium abscessus
Mycobacterium_abscessus_bolletii_50594_uid205422 	2685 	NCBI 	2015-02-18.045533 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium abscessus
Mycobacterium_abscessus_m94_GCA_000257245.1 	2686 	ensemblgenomes 	2015-02-18.045539 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium;Abscessus
Mycobacterium_abscessus_subsp_bolletii_bd_GCA_000239035.2 	2687 	ensemblgenomes 	2015-02-18.045546 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium chelonae group;Mycobacterium abscessus subgroup;Mycobacterium abscessus;Mycobacterium abscessus subsp. bolletii;Mycobacterium;Abscessus
Mycobacterium_abscessus_uid61613 	2688 	NCBI 	2015-02-18.045553 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium
Mycobacterium_africanum_GM041182_uid68839 	2689 	NCBI 	2015-02-18.045600 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex
Mycobacterium_africanum_gm041182_GCA_000253355.1 	2690 	ensemblgenomes 	2015-02-20.210715 	data 	cellular organisms;Bacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Corynebacterineae;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis complex;Mycobacterium africanum;Mycobacterium;Africanum
Mycobacterium_avium_104_uid57693 	2691 	NCBI 	2015-02-18.045606 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)
Mycobacterium_avium_paratuberculosis_K_10_uid57699 	2692 	NCBI 	2015-02-18.045613 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)
Mycobacterium_avium_paratuberculosis_MAP4_uid202426 	2693 	NCBI 	2015-02-18.045620 	data 	Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)
